0	0	0
4.8412657	1.1955805	3.4959695
1.8237138	3.3278215	0
0	0	0
0	0	0
3.2882664	1.7523503	0
0	0	0
0	0	0
4.5	2.6971974	0
2.1408234	1.2142864	0
1.6948493	0.7014712	0
1.2378669	0.6985366	0
1.5711143	1.2391655	0
1.5255259	1.1061022	0
1.8917015	1.2360492	0
1.2602367	3.133895	1.75
1.811482	0.7164865	0
1.9976778	0.65568334	0
1.455364	1.0847412	0
2.0161803	0.7739245	0
1.2604645	1.3213227	0
1.7176315	1.4877181	0
1.3373857	0.5695518	0
1.741258	1.7713494	0
1.2083818	0.6440497	0
1.1246755	0.81155944	0
1.8469326	1.316079	0
1.2151291	0.61616373	0
0.9742237	0.83018404	0
0	0	0
0.8867756	1.1501685	0
0	0	0
1.6396962	0.4860549	0
0.7235584	0	0
1.2078189	0.62811553	0
1.5578225	0.9698719	0
2.155027	0.8848101	0
0.9160722	1.0429038	0
0.24684368	0.65214807	0
1.0310026	0.2290439	0
1.5205265	0.46073544	0
1.1662737	1.0274843	0
0.50384617	2.08778	0
1.6973946	0.60139745	0
1.1940308	0.19982462	4.75
1.4538745	1.5445323	0
1.0855365	0.10163564	0
2.1562588	0.68004495	0
4.7325745	1.0675081	5.7506933
4.7119193	2.467619	0
0	1.7024829	0
0	3.7919264	0
0	0	0
1.0432798	1.3342637	0
2.6198199	1.1069285	0
0.35893157	0.8976003	0
0	0	0
4.5517154	3.3848174	0
6.4319096	2.2271082	0
5	0.56430155	5
0	0	0
4.078066	1.1725136	0
0	0	0
0	0	0
0	2.9977734	7
0	0.02200223	0
7.408423	0.7417451	5.993014
0	-2.6080716	0
1.5335237	0.8020192	0
4.603202	1.4420432	0
6.071971	1.1805648	0
0.8142153	0.50602907	0
0	4.8365965	0
0	0.777551	0
2.4099977	2.9202895	2.4933681
0	11.145525	0
4.857962	1.8003876	0
0	0	0
2.2302837	1.7059128	0
0.4962413	2.1650553	0
0.5278592	0	0
3.3242393	0.36752877	0
1.1629565	0.5731081	0
1.8776101	2.440319	2.5
0.5278592	3.4205995	0
2.2435	0.70565134	0
1.9231644	0.17344484	0
2.1606312	1.2633668	0
1.5610455	0.9377915	0
2.739531	1.1634858	0
2.8202364	0.5955744	0
1.6681077	1.8425615	0
0	2.4464831	8
0	2.7252011	0
7.371555	3.1986966	0
1.4922695	1.3010979	4.5
7.709497	0	7.3333335
0	0	0
7.407042	2.3510778	0
7.82949	4.3971143	0
6.5492206	2.9389608	0
0	7.0787096	0
7.374742	4.475865	0
7.8229036	3.4227207	0
6.49806	3.6569889	0
7.678819	2.7608244	0
6.7797256	2.926582	0
6.947634	3.9363399	0
6.335996	2.414078	0
0	0	0
0	5.8652306	0
0	4.3183155	0
0	4.829028	0
0	6.1657596	8
0	0	8
2.702117	0.90407073	2
0	0	0
0	1.9753247	0
4	1.7089475	0
0	1.2227048	7
0	1.4514358	0
1.4218103	1.2657374	3.011976
0	0	0
0	12.918748	0
0	0.29983652	0
3.6201158	1.3137499	0
4.984741	2.5221663	0
0	0.4913158	0
0	0.8364287	0
0	3.6319375	0
0.7497073	0.78453636	0
0.19521111	0.6501578	0
0	2.0971184	0
0	8.963086	10
0	1.8044093	3
3.3896463	1.2476794	0
4.19755	1.2130253	0
4.3373036	1.1579695	0
3.2523272	1.8670175	0
5.8381796	1.7314453	0
2.6879525	2.1328998	0
0	0.48587796	0
2.5720196	2.123872	0
4.720309	1.0018682	4
7.1927524	0.4612724	5.332216
0	0	0
0	5.8421583	0
0	0	0
0	0	0
0	0	0
0	0	0
3.2065644	1.12435	0
1.9401643	1.0604608	0
4.4864984	1.0335553	0
1.6499797	0.64166534	0
2.9874163	1.7231559	0
2.9735825	0.85751915	0
0	2.9332285	0
1.9467258	1.3963052	0
4.6195617	1.4835436	0
0	4.546522	0
0	4.1357083	0
0	1.8529987	2
0.43052018	0.69935685	0
1.2087532	1.5140653	0
2.4547827	0.57114446	0
3.142857	2.21134	0
3.0577228	0.80906504	0
0	4.235142	0
0	4.529416	0
0	5.6395726	9
7.35115	1.65861	0
7.45848	2.3997228	0
2.178134	1.7709396	0
6	4.262209	6
